Timestamp,Run_ID,Case,Summarizer_Model,Judge_Model,Composite_Score,NLI_Score,Judge_Score,Coverage_Score,Factual_Accuracy,Completeness,Summarizer_Prompt,Judge_Prompt
2026-02-07T13:07:07.928318,2026-02-07T13:07:07.928318_1931784314944,1 Ontario v. Quon,google/gemini-2.5-flash-lite,google/gemini-3-flash-preview,0.6524,0.7143,0.5000,0.8095,2,3,"You are a legal expert summarizing Supreme Court cases for educational purposes.

Summarize the following court opinion. Your summary MUST cover these three sections:

1. **Facts of the Case**: What happened? Who are the parties? What led to this case reaching the Supreme Court?

2. **Legal Question(s)**: What specific constitutional or legal question(s) did the Court address?

3. **Conclusion/Holding**: How did the Court rule? What was the reasoning? What is the precedent set?

IMPORTANT INSTRUCTIONS:
- Be factual and comprehensive
- Do NOT add information not present in the source document
- Do NOT speculate or make assumptions
- Use clear, professional legal language
- Include specific details, parties, and legal citations mentioned in the opinion

---

COURT OPINION:

{opinion_text}

---

Provide your summary below:","You are a highly critical, pedantic legal scholar auditor. Your job is to find ANY and ALL errors in AI-generated Supreme Court case summaries.

You are NOT here to be nice. You are here to detect failure.

Compare the GENERATED SUMMARY against the REFERENCE SUMMARY (ground truth).

## REFERENCE SUMMARY (Ground Truth):
{ground_truth}

## GENERATED SUMMARY (To Evaluate):
{llm_summary}

## AUDIT INSTRUCTIONS:

1. **Step 1: Fact Check**: Go sentence by sentence. Does the generated summary contain ANY fact not present in or contradicted by the reference?
   - IF YES: This is a ""Hallucination"". **MAXIMUM SCORE IS 2.**

2. **Step 2: Legal Precision check**: Did the summary miss the specific legal holding or reasoning?
   - IF YES: This is an ""Omission"". **DEDUCT 2 POINTS.**

3. **Step 3: Completeness Check**: Did it miss the dissent or a key concurrent opinion mentioned in the reference?
   - IF YES: **DEDUCT 1 POINT.**

## SCORING RUBRIC (Negative Scoring):
Start at 5.0 and DEDUCT points.
- **5 (Perfect)**: Absolute perfection. No omitted details, no slight inaccuracies. 99% of summaries should NOT get this.
- **4 (Good)**: A minor detail was missed, or a very slight phrasing issue.
- **3 (Mediocre)**: Correct on the main idea, but missed the dissent, or skipped the legal reasoning depth.
- **2 (Failure)**: Contains a factual error (hallucination) OR missed the main holding entirely.
- **1 (Catastrophic)**: Completely wrong case or incoherent.

## RESPOND IN THIS EXACT JSON FORMAT:
```json
{{
    ""factual_accuracy"": <1-5, be harsh>,
    ""completeness"": <1-5, be harsh>,
    ""factual_errors"": [
        {{
            ""error_quote"": ""<exact quote from generated summary>"",
            ""issue"": ""<why is this wrong?>"",
            ""correct_info"": ""<what the reference says>""
        }}
    ],
    ""hedging_detected"": <true/false>,
    ""hedging_examples"": [],
    ""key_omissions"": [""<specific missing item 1>"", ""<specific missing item 2>""],
    ""overall_assessment"": ""<Brutally honest assessment of why points were deducted>""
}}
```

Return ONLY the JSON."
2026-02-07T13:07:07.928318,2026-02-07T13:07:07.928318_1931784314944,1 Ontario v. Quon,x-ai/grok-4.1-fast,google/gemini-3-flash-preview,0.7710,0.9048,0.6000,0.8571,2,4,"You are a legal expert summarizing Supreme Court cases for educational purposes.

Summarize the following court opinion. Your summary MUST cover these three sections:

1. **Facts of the Case**: What happened? Who are the parties? What led to this case reaching the Supreme Court?

2. **Legal Question(s)**: What specific constitutional or legal question(s) did the Court address?

3. **Conclusion/Holding**: How did the Court rule? What was the reasoning? What is the precedent set?

IMPORTANT INSTRUCTIONS:
- Be factual and comprehensive
- Do NOT add information not present in the source document
- Do NOT speculate or make assumptions
- Use clear, professional legal language
- Include specific details, parties, and legal citations mentioned in the opinion

---

COURT OPINION:

{opinion_text}

---

Provide your summary below:","You are a highly critical, pedantic legal scholar auditor. Your job is to find ANY and ALL errors in AI-generated Supreme Court case summaries.

You are NOT here to be nice. You are here to detect failure.

Compare the GENERATED SUMMARY against the REFERENCE SUMMARY (ground truth).

## REFERENCE SUMMARY (Ground Truth):
{ground_truth}

## GENERATED SUMMARY (To Evaluate):
{llm_summary}

## AUDIT INSTRUCTIONS:

1. **Step 1: Fact Check**: Go sentence by sentence. Does the generated summary contain ANY fact not present in or contradicted by the reference?
   - IF YES: This is a ""Hallucination"". **MAXIMUM SCORE IS 2.**

2. **Step 2: Legal Precision check**: Did the summary miss the specific legal holding or reasoning?
   - IF YES: This is an ""Omission"". **DEDUCT 2 POINTS.**

3. **Step 3: Completeness Check**: Did it miss the dissent or a key concurrent opinion mentioned in the reference?
   - IF YES: **DEDUCT 1 POINT.**

## SCORING RUBRIC (Negative Scoring):
Start at 5.0 and DEDUCT points.
- **5 (Perfect)**: Absolute perfection. No omitted details, no slight inaccuracies. 99% of summaries should NOT get this.
- **4 (Good)**: A minor detail was missed, or a very slight phrasing issue.
- **3 (Mediocre)**: Correct on the main idea, but missed the dissent, or skipped the legal reasoning depth.
- **2 (Failure)**: Contains a factual error (hallucination) OR missed the main holding entirely.
- **1 (Catastrophic)**: Completely wrong case or incoherent.

## RESPOND IN THIS EXACT JSON FORMAT:
```json
{{
    ""factual_accuracy"": <1-5, be harsh>,
    ""completeness"": <1-5, be harsh>,
    ""factual_errors"": [
        {{
            ""error_quote"": ""<exact quote from generated summary>"",
            ""issue"": ""<why is this wrong?>"",
            ""correct_info"": ""<what the reference says>""
        }}
    ],
    ""hedging_detected"": <true/false>,
    ""hedging_examples"": [],
    ""key_omissions"": [""<specific missing item 1>"", ""<specific missing item 2>""],
    ""overall_assessment"": ""<Brutally honest assessment of why points were deducted>""
}}
```

Return ONLY the JSON."
2026-02-07T13:07:07.928318,2026-02-07T13:07:07.928318_1931784314944,1 Ontario v. Quon,meta-llama/llama-4-maverick,google/gemini-3-flash-preview,0.6290,0.7619,0.4000,0.8095,2,2,"You are a legal expert summarizing Supreme Court cases for educational purposes.

Summarize the following court opinion. Your summary MUST cover these three sections:

1. **Facts of the Case**: What happened? Who are the parties? What led to this case reaching the Supreme Court?

2. **Legal Question(s)**: What specific constitutional or legal question(s) did the Court address?

3. **Conclusion/Holding**: How did the Court rule? What was the reasoning? What is the precedent set?

IMPORTANT INSTRUCTIONS:
- Be factual and comprehensive
- Do NOT add information not present in the source document
- Do NOT speculate or make assumptions
- Use clear, professional legal language
- Include specific details, parties, and legal citations mentioned in the opinion

---

COURT OPINION:

{opinion_text}

---

Provide your summary below:","You are a highly critical, pedantic legal scholar auditor. Your job is to find ANY and ALL errors in AI-generated Supreme Court case summaries.

You are NOT here to be nice. You are here to detect failure.

Compare the GENERATED SUMMARY against the REFERENCE SUMMARY (ground truth).

## REFERENCE SUMMARY (Ground Truth):
{ground_truth}

## GENERATED SUMMARY (To Evaluate):
{llm_summary}

## AUDIT INSTRUCTIONS:

1. **Step 1: Fact Check**: Go sentence by sentence. Does the generated summary contain ANY fact not present in or contradicted by the reference?
   - IF YES: This is a ""Hallucination"". **MAXIMUM SCORE IS 2.**

2. **Step 2: Legal Precision check**: Did the summary miss the specific legal holding or reasoning?
   - IF YES: This is an ""Omission"". **DEDUCT 2 POINTS.**

3. **Step 3: Completeness Check**: Did it miss the dissent or a key concurrent opinion mentioned in the reference?
   - IF YES: **DEDUCT 1 POINT.**

## SCORING RUBRIC (Negative Scoring):
Start at 5.0 and DEDUCT points.
- **5 (Perfect)**: Absolute perfection. No omitted details, no slight inaccuracies. 99% of summaries should NOT get this.
- **4 (Good)**: A minor detail was missed, or a very slight phrasing issue.
- **3 (Mediocre)**: Correct on the main idea, but missed the dissent, or skipped the legal reasoning depth.
- **2 (Failure)**: Contains a factual error (hallucination) OR missed the main holding entirely.
- **1 (Catastrophic)**: Completely wrong case or incoherent.

## RESPOND IN THIS EXACT JSON FORMAT:
```json
{{
    ""factual_accuracy"": <1-5, be harsh>,
    ""completeness"": <1-5, be harsh>,
    ""factual_errors"": [
        {{
            ""error_quote"": ""<exact quote from generated summary>"",
            ""issue"": ""<why is this wrong?>"",
            ""correct_info"": ""<what the reference says>""
        }}
    ],
    ""hedging_detected"": <true/false>,
    ""hedging_examples"": [],
    ""key_omissions"": [""<specific missing item 1>"", ""<specific missing item 2>""],
    ""overall_assessment"": ""<Brutally honest assessment of why points were deducted>""
}}
```

Return ONLY the JSON."
2026-02-07T13:07:07.928318,2026-02-07T13:07:07.928318_1931784314944,10 California v. Texas,google/gemini-2.5-flash-lite,google/gemini-3-flash-preview,0.5864,0.4545,0.5000,0.9091,2,3,"You are a legal expert summarizing Supreme Court cases for educational purposes.

Summarize the following court opinion. Your summary MUST cover these three sections:

1. **Facts of the Case**: What happened? Who are the parties? What led to this case reaching the Supreme Court?

2. **Legal Question(s)**: What specific constitutional or legal question(s) did the Court address?

3. **Conclusion/Holding**: How did the Court rule? What was the reasoning? What is the precedent set?

IMPORTANT INSTRUCTIONS:
- Be factual and comprehensive
- Do NOT add information not present in the source document
- Do NOT speculate or make assumptions
- Use clear, professional legal language
- Include specific details, parties, and legal citations mentioned in the opinion

---

COURT OPINION:

{opinion_text}

---

Provide your summary below:","You are a highly critical, pedantic legal scholar auditor. Your job is to find ANY and ALL errors in AI-generated Supreme Court case summaries.

You are NOT here to be nice. You are here to detect failure.

Compare the GENERATED SUMMARY against the REFERENCE SUMMARY (ground truth).

## REFERENCE SUMMARY (Ground Truth):
{ground_truth}

## GENERATED SUMMARY (To Evaluate):
{llm_summary}

## AUDIT INSTRUCTIONS:

1. **Step 1: Fact Check**: Go sentence by sentence. Does the generated summary contain ANY fact not present in or contradicted by the reference?
   - IF YES: This is a ""Hallucination"". **MAXIMUM SCORE IS 2.**

2. **Step 2: Legal Precision check**: Did the summary miss the specific legal holding or reasoning?
   - IF YES: This is an ""Omission"". **DEDUCT 2 POINTS.**

3. **Step 3: Completeness Check**: Did it miss the dissent or a key concurrent opinion mentioned in the reference?
   - IF YES: **DEDUCT 1 POINT.**

## SCORING RUBRIC (Negative Scoring):
Start at 5.0 and DEDUCT points.
- **5 (Perfect)**: Absolute perfection. No omitted details, no slight inaccuracies. 99% of summaries should NOT get this.
- **4 (Good)**: A minor detail was missed, or a very slight phrasing issue.
- **3 (Mediocre)**: Correct on the main idea, but missed the dissent, or skipped the legal reasoning depth.
- **2 (Failure)**: Contains a factual error (hallucination) OR missed the main holding entirely.
- **1 (Catastrophic)**: Completely wrong case or incoherent.

## RESPOND IN THIS EXACT JSON FORMAT:
```json
{{
    ""factual_accuracy"": <1-5, be harsh>,
    ""completeness"": <1-5, be harsh>,
    ""factual_errors"": [
        {{
            ""error_quote"": ""<exact quote from generated summary>"",
            ""issue"": ""<why is this wrong?>"",
            ""correct_info"": ""<what the reference says>""
        }}
    ],
    ""hedging_detected"": <true/false>,
    ""hedging_examples"": [],
    ""key_omissions"": [""<specific missing item 1>"", ""<specific missing item 2>""],
    ""overall_assessment"": ""<Brutally honest assessment of why points were deducted>""
}}
```

Return ONLY the JSON."
2026-02-07T13:07:07.928318,2026-02-07T13:07:07.928318_1931784314944,10 California v. Texas,x-ai/grok-4.1-fast,google/gemini-3-flash-preview,0.6355,0.5455,0.6000,0.8182,2,4,"You are a legal expert summarizing Supreme Court cases for educational purposes.

Summarize the following court opinion. Your summary MUST cover these three sections:

1. **Facts of the Case**: What happened? Who are the parties? What led to this case reaching the Supreme Court?

2. **Legal Question(s)**: What specific constitutional or legal question(s) did the Court address?

3. **Conclusion/Holding**: How did the Court rule? What was the reasoning? What is the precedent set?

IMPORTANT INSTRUCTIONS:
- Be factual and comprehensive
- Do NOT add information not present in the source document
- Do NOT speculate or make assumptions
- Use clear, professional legal language
- Include specific details, parties, and legal citations mentioned in the opinion

---

COURT OPINION:

{opinion_text}

---

Provide your summary below:","You are a highly critical, pedantic legal scholar auditor. Your job is to find ANY and ALL errors in AI-generated Supreme Court case summaries.

You are NOT here to be nice. You are here to detect failure.

Compare the GENERATED SUMMARY against the REFERENCE SUMMARY (ground truth).

## REFERENCE SUMMARY (Ground Truth):
{ground_truth}

## GENERATED SUMMARY (To Evaluate):
{llm_summary}

## AUDIT INSTRUCTIONS:

1. **Step 1: Fact Check**: Go sentence by sentence. Does the generated summary contain ANY fact not present in or contradicted by the reference?
   - IF YES: This is a ""Hallucination"". **MAXIMUM SCORE IS 2.**

2. **Step 2: Legal Precision check**: Did the summary miss the specific legal holding or reasoning?
   - IF YES: This is an ""Omission"". **DEDUCT 2 POINTS.**

3. **Step 3: Completeness Check**: Did it miss the dissent or a key concurrent opinion mentioned in the reference?
   - IF YES: **DEDUCT 1 POINT.**

## SCORING RUBRIC (Negative Scoring):
Start at 5.0 and DEDUCT points.
- **5 (Perfect)**: Absolute perfection. No omitted details, no slight inaccuracies. 99% of summaries should NOT get this.
- **4 (Good)**: A minor detail was missed, or a very slight phrasing issue.
- **3 (Mediocre)**: Correct on the main idea, but missed the dissent, or skipped the legal reasoning depth.
- **2 (Failure)**: Contains a factual error (hallucination) OR missed the main holding entirely.
- **1 (Catastrophic)**: Completely wrong case or incoherent.

## RESPOND IN THIS EXACT JSON FORMAT:
```json
{{
    ""factual_accuracy"": <1-5, be harsh>,
    ""completeness"": <1-5, be harsh>,
    ""factual_errors"": [
        {{
            ""error_quote"": ""<exact quote from generated summary>"",
            ""issue"": ""<why is this wrong?>"",
            ""correct_info"": ""<what the reference says>""
        }}
    ],
    ""hedging_detected"": <true/false>,
    ""hedging_examples"": [],
    ""key_omissions"": [""<specific missing item 1>"", ""<specific missing item 2>""],
    ""overall_assessment"": ""<Brutally honest assessment of why points were deducted>""
}}
```

Return ONLY the JSON."
2026-02-07T13:07:07.928318,2026-02-07T13:07:07.928318_1931784314944,10 California v. Texas,meta-llama/llama-4-maverick,google/gemini-3-flash-preview,0.4964,0.4091,0.4000,0.7727,2,2,"You are a legal expert summarizing Supreme Court cases for educational purposes.

Summarize the following court opinion. Your summary MUST cover these three sections:

1. **Facts of the Case**: What happened? Who are the parties? What led to this case reaching the Supreme Court?

2. **Legal Question(s)**: What specific constitutional or legal question(s) did the Court address?

3. **Conclusion/Holding**: How did the Court rule? What was the reasoning? What is the precedent set?

IMPORTANT INSTRUCTIONS:
- Be factual and comprehensive
- Do NOT add information not present in the source document
- Do NOT speculate or make assumptions
- Use clear, professional legal language
- Include specific details, parties, and legal citations mentioned in the opinion

---

COURT OPINION:

{opinion_text}

---

Provide your summary below:","You are a highly critical, pedantic legal scholar auditor. Your job is to find ANY and ALL errors in AI-generated Supreme Court case summaries.

You are NOT here to be nice. You are here to detect failure.

Compare the GENERATED SUMMARY against the REFERENCE SUMMARY (ground truth).

## REFERENCE SUMMARY (Ground Truth):
{ground_truth}

## GENERATED SUMMARY (To Evaluate):
{llm_summary}

## AUDIT INSTRUCTIONS:

1. **Step 1: Fact Check**: Go sentence by sentence. Does the generated summary contain ANY fact not present in or contradicted by the reference?
   - IF YES: This is a ""Hallucination"". **MAXIMUM SCORE IS 2.**

2. **Step 2: Legal Precision check**: Did the summary miss the specific legal holding or reasoning?
   - IF YES: This is an ""Omission"". **DEDUCT 2 POINTS.**

3. **Step 3: Completeness Check**: Did it miss the dissent or a key concurrent opinion mentioned in the reference?
   - IF YES: **DEDUCT 1 POINT.**

## SCORING RUBRIC (Negative Scoring):
Start at 5.0 and DEDUCT points.
- **5 (Perfect)**: Absolute perfection. No omitted details, no slight inaccuracies. 99% of summaries should NOT get this.
- **4 (Good)**: A minor detail was missed, or a very slight phrasing issue.
- **3 (Mediocre)**: Correct on the main idea, but missed the dissent, or skipped the legal reasoning depth.
- **2 (Failure)**: Contains a factual error (hallucination) OR missed the main holding entirely.
- **1 (Catastrophic)**: Completely wrong case or incoherent.

## RESPOND IN THIS EXACT JSON FORMAT:
```json
{{
    ""factual_accuracy"": <1-5, be harsh>,
    ""completeness"": <1-5, be harsh>,
    ""factual_errors"": [
        {{
            ""error_quote"": ""<exact quote from generated summary>"",
            ""issue"": ""<why is this wrong?>"",
            ""correct_info"": ""<what the reference says>""
        }}
    ],
    ""hedging_detected"": <true/false>,
    ""hedging_examples"": [],
    ""key_omissions"": [""<specific missing item 1>"", ""<specific missing item 2>""],
    ""overall_assessment"": ""<Brutally honest assessment of why points were deducted>""
}}
```

Return ONLY the JSON."
2026-02-07T13:07:07.928318,2026-02-07T13:07:07.928318_1931784314944,11 NCAA v. Alston,google/gemini-2.5-flash-lite,google/gemini-3-flash-preview,0.6600,0.6000,0.5000,1.0000,2,3,"You are a legal expert summarizing Supreme Court cases for educational purposes.

Summarize the following court opinion. Your summary MUST cover these three sections:

1. **Facts of the Case**: What happened? Who are the parties? What led to this case reaching the Supreme Court?

2. **Legal Question(s)**: What specific constitutional or legal question(s) did the Court address?

3. **Conclusion/Holding**: How did the Court rule? What was the reasoning? What is the precedent set?

IMPORTANT INSTRUCTIONS:
- Be factual and comprehensive
- Do NOT add information not present in the source document
- Do NOT speculate or make assumptions
- Use clear, professional legal language
- Include specific details, parties, and legal citations mentioned in the opinion

---

COURT OPINION:

{opinion_text}

---

Provide your summary below:","You are a highly critical, pedantic legal scholar auditor. Your job is to find ANY and ALL errors in AI-generated Supreme Court case summaries.

You are NOT here to be nice. You are here to detect failure.

Compare the GENERATED SUMMARY against the REFERENCE SUMMARY (ground truth).

## REFERENCE SUMMARY (Ground Truth):
{ground_truth}

## GENERATED SUMMARY (To Evaluate):
{llm_summary}

## AUDIT INSTRUCTIONS:

1. **Step 1: Fact Check**: Go sentence by sentence. Does the generated summary contain ANY fact not present in or contradicted by the reference?
   - IF YES: This is a ""Hallucination"". **MAXIMUM SCORE IS 2.**

2. **Step 2: Legal Precision check**: Did the summary miss the specific legal holding or reasoning?
   - IF YES: This is an ""Omission"". **DEDUCT 2 POINTS.**

3. **Step 3: Completeness Check**: Did it miss the dissent or a key concurrent opinion mentioned in the reference?
   - IF YES: **DEDUCT 1 POINT.**

## SCORING RUBRIC (Negative Scoring):
Start at 5.0 and DEDUCT points.
- **5 (Perfect)**: Absolute perfection. No omitted details, no slight inaccuracies. 99% of summaries should NOT get this.
- **4 (Good)**: A minor detail was missed, or a very slight phrasing issue.
- **3 (Mediocre)**: Correct on the main idea, but missed the dissent, or skipped the legal reasoning depth.
- **2 (Failure)**: Contains a factual error (hallucination) OR missed the main holding entirely.
- **1 (Catastrophic)**: Completely wrong case or incoherent.

## RESPOND IN THIS EXACT JSON FORMAT:
```json
{{
    ""factual_accuracy"": <1-5, be harsh>,
    ""completeness"": <1-5, be harsh>,
    ""factual_errors"": [
        {{
            ""error_quote"": ""<exact quote from generated summary>"",
            ""issue"": ""<why is this wrong?>"",
            ""correct_info"": ""<what the reference says>""
        }}
    ],
    ""hedging_detected"": <true/false>,
    ""hedging_examples"": [],
    ""key_omissions"": [""<specific missing item 1>"", ""<specific missing item 2>""],
    ""overall_assessment"": ""<Brutally honest assessment of why points were deducted>""
}}
```

Return ONLY the JSON."
2026-02-07T13:07:07.928318,2026-02-07T13:07:07.928318_1931784314944,11 NCAA v. Alston,x-ai/grok-4.1-fast,google/gemini-3-flash-preview,0.7467,0.7333,0.6000,1.0000,2,4,"You are a legal expert summarizing Supreme Court cases for educational purposes.

Summarize the following court opinion. Your summary MUST cover these three sections:

1. **Facts of the Case**: What happened? Who are the parties? What led to this case reaching the Supreme Court?

2. **Legal Question(s)**: What specific constitutional or legal question(s) did the Court address?

3. **Conclusion/Holding**: How did the Court rule? What was the reasoning? What is the precedent set?

IMPORTANT INSTRUCTIONS:
- Be factual and comprehensive
- Do NOT add information not present in the source document
- Do NOT speculate or make assumptions
- Use clear, professional legal language
- Include specific details, parties, and legal citations mentioned in the opinion

---

COURT OPINION:

{opinion_text}

---

Provide your summary below:","You are a highly critical, pedantic legal scholar auditor. Your job is to find ANY and ALL errors in AI-generated Supreme Court case summaries.

You are NOT here to be nice. You are here to detect failure.

Compare the GENERATED SUMMARY against the REFERENCE SUMMARY (ground truth).

## REFERENCE SUMMARY (Ground Truth):
{ground_truth}

## GENERATED SUMMARY (To Evaluate):
{llm_summary}

## AUDIT INSTRUCTIONS:

1. **Step 1: Fact Check**: Go sentence by sentence. Does the generated summary contain ANY fact not present in or contradicted by the reference?
   - IF YES: This is a ""Hallucination"". **MAXIMUM SCORE IS 2.**

2. **Step 2: Legal Precision check**: Did the summary miss the specific legal holding or reasoning?
   - IF YES: This is an ""Omission"". **DEDUCT 2 POINTS.**

3. **Step 3: Completeness Check**: Did it miss the dissent or a key concurrent opinion mentioned in the reference?
   - IF YES: **DEDUCT 1 POINT.**

## SCORING RUBRIC (Negative Scoring):
Start at 5.0 and DEDUCT points.
- **5 (Perfect)**: Absolute perfection. No omitted details, no slight inaccuracies. 99% of summaries should NOT get this.
- **4 (Good)**: A minor detail was missed, or a very slight phrasing issue.
- **3 (Mediocre)**: Correct on the main idea, but missed the dissent, or skipped the legal reasoning depth.
- **2 (Failure)**: Contains a factual error (hallucination) OR missed the main holding entirely.
- **1 (Catastrophic)**: Completely wrong case or incoherent.

## RESPOND IN THIS EXACT JSON FORMAT:
```json
{{
    ""factual_accuracy"": <1-5, be harsh>,
    ""completeness"": <1-5, be harsh>,
    ""factual_errors"": [
        {{
            ""error_quote"": ""<exact quote from generated summary>"",
            ""issue"": ""<why is this wrong?>"",
            ""correct_info"": ""<what the reference says>""
        }}
    ],
    ""hedging_detected"": <true/false>,
    ""hedging_examples"": [],
    ""key_omissions"": [""<specific missing item 1>"", ""<specific missing item 2>""],
    ""overall_assessment"": ""<Brutally honest assessment of why points were deducted>""
}}
```

Return ONLY the JSON."
2026-02-07T13:07:07.928318,2026-02-07T13:07:07.928318_1931784314944,11 NCAA v. Alston,meta-llama/llama-4-maverick,google/gemini-3-flash-preview,0.6733,0.8000,0.4000,0.9333,2,2,"You are a legal expert summarizing Supreme Court cases for educational purposes.

Summarize the following court opinion. Your summary MUST cover these three sections:

1. **Facts of the Case**: What happened? Who are the parties? What led to this case reaching the Supreme Court?

2. **Legal Question(s)**: What specific constitutional or legal question(s) did the Court address?

3. **Conclusion/Holding**: How did the Court rule? What was the reasoning? What is the precedent set?

IMPORTANT INSTRUCTIONS:
- Be factual and comprehensive
- Do NOT add information not present in the source document
- Do NOT speculate or make assumptions
- Use clear, professional legal language
- Include specific details, parties, and legal citations mentioned in the opinion

---

COURT OPINION:

{opinion_text}

---

Provide your summary below:","You are a highly critical, pedantic legal scholar auditor. Your job is to find ANY and ALL errors in AI-generated Supreme Court case summaries.

You are NOT here to be nice. You are here to detect failure.

Compare the GENERATED SUMMARY against the REFERENCE SUMMARY (ground truth).

## REFERENCE SUMMARY (Ground Truth):
{ground_truth}

## GENERATED SUMMARY (To Evaluate):
{llm_summary}

## AUDIT INSTRUCTIONS:

1. **Step 1: Fact Check**: Go sentence by sentence. Does the generated summary contain ANY fact not present in or contradicted by the reference?
   - IF YES: This is a ""Hallucination"". **MAXIMUM SCORE IS 2.**

2. **Step 2: Legal Precision check**: Did the summary miss the specific legal holding or reasoning?
   - IF YES: This is an ""Omission"". **DEDUCT 2 POINTS.**

3. **Step 3: Completeness Check**: Did it miss the dissent or a key concurrent opinion mentioned in the reference?
   - IF YES: **DEDUCT 1 POINT.**

## SCORING RUBRIC (Negative Scoring):
Start at 5.0 and DEDUCT points.
- **5 (Perfect)**: Absolute perfection. No omitted details, no slight inaccuracies. 99% of summaries should NOT get this.
- **4 (Good)**: A minor detail was missed, or a very slight phrasing issue.
- **3 (Mediocre)**: Correct on the main idea, but missed the dissent, or skipped the legal reasoning depth.
- **2 (Failure)**: Contains a factual error (hallucination) OR missed the main holding entirely.
- **1 (Catastrophic)**: Completely wrong case or incoherent.

## RESPOND IN THIS EXACT JSON FORMAT:
```json
{{
    ""factual_accuracy"": <1-5, be harsh>,
    ""completeness"": <1-5, be harsh>,
    ""factual_errors"": [
        {{
            ""error_quote"": ""<exact quote from generated summary>"",
            ""issue"": ""<why is this wrong?>"",
            ""correct_info"": ""<what the reference says>""
        }}
    ],
    ""hedging_detected"": <true/false>,
    ""hedging_examples"": [],
    ""key_omissions"": [""<specific missing item 1>"", ""<specific missing item 2>""],
    ""overall_assessment"": ""<Brutally honest assessment of why points were deducted>""
}}
```

Return ONLY the JSON."
2026-02-07T13:07:07.928318,2026-02-07T13:07:07.928318_1931784314944,12 Financial Oversight Board v. Aurelius,google/gemini-2.5-flash-lite,google/gemini-3-flash-preview,0.6600,0.8333,0.4000,0.8333,2,2,"You are a legal expert summarizing Supreme Court cases for educational purposes.

Summarize the following court opinion. Your summary MUST cover these three sections:

1. **Facts of the Case**: What happened? Who are the parties? What led to this case reaching the Supreme Court?

2. **Legal Question(s)**: What specific constitutional or legal question(s) did the Court address?

3. **Conclusion/Holding**: How did the Court rule? What was the reasoning? What is the precedent set?

IMPORTANT INSTRUCTIONS:
- Be factual and comprehensive
- Do NOT add information not present in the source document
- Do NOT speculate or make assumptions
- Use clear, professional legal language
- Include specific details, parties, and legal citations mentioned in the opinion

---

COURT OPINION:

{opinion_text}

---

Provide your summary below:","You are a highly critical, pedantic legal scholar auditor. Your job is to find ANY and ALL errors in AI-generated Supreme Court case summaries.

You are NOT here to be nice. You are here to detect failure.

Compare the GENERATED SUMMARY against the REFERENCE SUMMARY (ground truth).

## REFERENCE SUMMARY (Ground Truth):
{ground_truth}

## GENERATED SUMMARY (To Evaluate):
{llm_summary}

## AUDIT INSTRUCTIONS:

1. **Step 1: Fact Check**: Go sentence by sentence. Does the generated summary contain ANY fact not present in or contradicted by the reference?
   - IF YES: This is a ""Hallucination"". **MAXIMUM SCORE IS 2.**

2. **Step 2: Legal Precision check**: Did the summary miss the specific legal holding or reasoning?
   - IF YES: This is an ""Omission"". **DEDUCT 2 POINTS.**

3. **Step 3: Completeness Check**: Did it miss the dissent or a key concurrent opinion mentioned in the reference?
   - IF YES: **DEDUCT 1 POINT.**

## SCORING RUBRIC (Negative Scoring):
Start at 5.0 and DEDUCT points.
- **5 (Perfect)**: Absolute perfection. No omitted details, no slight inaccuracies. 99% of summaries should NOT get this.
- **4 (Good)**: A minor detail was missed, or a very slight phrasing issue.
- **3 (Mediocre)**: Correct on the main idea, but missed the dissent, or skipped the legal reasoning depth.
- **2 (Failure)**: Contains a factual error (hallucination) OR missed the main holding entirely.
- **1 (Catastrophic)**: Completely wrong case or incoherent.

## RESPOND IN THIS EXACT JSON FORMAT:
```json
{{
    ""factual_accuracy"": <1-5, be harsh>,
    ""completeness"": <1-5, be harsh>,
    ""factual_errors"": [
        {{
            ""error_quote"": ""<exact quote from generated summary>"",
            ""issue"": ""<why is this wrong?>"",
            ""correct_info"": ""<what the reference says>""
        }}
    ],
    ""hedging_detected"": <true/false>,
    ""hedging_examples"": [],
    ""key_omissions"": [""<specific missing item 1>"", ""<specific missing item 2>""],
    ""overall_assessment"": ""<Brutally honest assessment of why points were deducted>""
}}
```

Return ONLY the JSON."
